slug,name,roaster,rating,review_date
panama-baru-geisha-honey-joseph,Panama Baru Geisha Honey by Joseph,Kakalove Cafe,94,2018-03-01
ethiopia-sidamo-shakiso-danbi-uddo-mulish-natural-g1,Ethiopia Sidamo Shakiso Danbi Uddo Mulish Natural G1,Evie's Cafe,92,2018-03-01
static-indonesia-toarco-sulawesi,Static Indonesia Toarco Sulawesi,Espresso Republic,91,2018-03-01
burundi-buhorwa-2,Burundi Buhorwa,Big Shoulders Coffee,94,2018-03-01
warrior-forest-blend,Warrior in the Forest Blend,Fumi Coffee,92,2018-03-01
dodora-double,Dodora Double,Barrington Coffee Roasting,96,2018-03-01
poas-red-honey,Poas Red Honey,Barrington Coffee Roasting,92,2018-03-01
lekali-nepal,Lekali (Nepal),Barrington Coffee Roasting,90,2018-03-01
costa-rica-tarrazu-4,Costa Rica Tarrazu,Caffe Luxxe,91,2018-03-01
decaf-espresso-2,Decaf Espresso,Jackrabbit Java,89,2018-03-01
summer-night-blend-espresso,Summer Night Blend Espresso,Kakalove Cafe,94,2018-03-01
ethiopia-reko,Ethiopia Reko,Java Blend Coffee Roasters,92,2018-03-01
sumatra-tano-batak-5,Sumatra Tano Batak,Jackrabbit Java,92,2018-03-01
kenya-kirinyaga,Kenya Kirinyaga,Big Shoulders Coffee,94,2018-03-01
ethiopia-2,Ethiopia,Caffeic,93,2018-03-01
ethiopia-guji-deri-korcha-white-honey,Ethiopia Guji Deri Korcha White Honey,Kakalove Cafe,93,2018-03-01
nicaragua,Nicaragua Finca Libre,Crescendo Coffee Roasters,92,2018-03-01
congo-kivu,Congo Kivu,Grounds for Change,92,2018-03-01
three-queens-blend,Three Queens Blend,Allegro Coffee,94,2018-03-01
sumatra-mutu-batak,Sumatra Mutu Batak,Klatch Coffee,94,2018-03-01
rwanda-bufcafe-remera,Rwanda Bufcafe Remera,Mr. Espresso,92,2018-03-01
kiniyota-burundi,Kiniyota Burundi,JBC Coffee Roasters,95,2018-03-01
sumatra-mandheling-22,Sumatra Mandheling,Black Coffee in Black Jar,92,2018-03-01
kona-mocca,Kona Mocca®,Hula Daddy Kona Coffee,95,2018-02-01
ethiopia-suke-quto-honey,Ethiopia Suke Quto Honey,Paradise Roasters,94,2018-02-01
firebird-espresso,Firebird Espresso,Charlotte Coffee Co.,93,2018-02-01
ethiopia-dumerso-light-roast,Ethiopia Dumerso Light Roast,The WestBean Coffee Roasters,92,2018-02-01
kenya-aa-karamundi,Kenya AA Karamundi,Revel Coffee,92,2018-02-01
finca-san-luis-colombia-espresso,Finca San Luis Colombia Espresso,Chocolate Fish Coffee Roasters,93,2018-02-01
ethiopia-biftu-gundina-coop-espresso,Ethiopia Biftu Gundina Coop Espresso,Kakalove Cafe,94,2018-02-01
ethiopia-natural-sidamo-papilio,Ethiopia Natural Sidamo Papilio,Kakalove Cafe,93,2018-02-01
thai-single-origin-natural-processed-espresso,Thai Single-Origin Natural-Processed Espresso,Bluekoff Company,92,2018-02-01
ethiopia-banko-gotiti-natural,Ethiopia Banko Gotiti Natural,Kakalove Cafe,94,2018-02-01
peru-finca-ecologica-agua-colorada,Peru Finca Ecológica Agua Colorada,Red Rooster Coffee Roaster,93,2018-02-01
love-letters,Love Letters,Bird Rock Coffee Roasters,92,2018-02-01
throwback-blend,Throwback Blend,Revel Coffee,92,2018-02-01
costa-coast-blend,Costa Coast Blend,Roast House,92,2018-02-01
canoe-blend,Canoe Blend,Water Avenue Coffee,94,2018-02-01
dead-reckoning,Dead Reckoning,Corvus Coffee Roasters,93,2018-02-01
miami-winter,Miami Winter,Per'la Specialty Roasters,93,2018-02-01
wilderness-blend,Wilderness Blend,Kakalove Cafe,93,2018-02-01
naturals-with-attitude,Naturals With Attitude,Temple Coffee and Tea,93,2018-02-01
guatemala-retiro-natural-process,Guatemala Retiro Natural Process,Durango Coffee Company,94,2018-02-01
gaitania-colombia-2,Gaitania Colombia,JBC Coffee Roasters,93,2018-02-01
rwanda-remera-kabeza,Rwanda Remera Kabeza,Durango Coffee Company,93,2018-02-01
ethiopia-yirgacheffe-25,Ethiopia Yirgacheffe,Mystic Monk Coffee,90,2018-02-01
honduras-david-mancia-2,Honduras David Mancia,Coava Coffee Roasters,90,2018-02-01
kenya-gatugi-ab,Kenya Gatugi AB,Black Coffee in Black Jar,94,2018-01-01
bufcafe-rwanda-espresso-3,Bufcafe Rwanda Espresso,JBC Coffee Roasters,93,2018-01-01
bufcafe-rwanda,Bufcafe Rwanda,JBC Coffee Roasters,93,2018-01-01
gedeb-ethiopia,Gedeb Ethiopia,JBC Coffee Roasters,95,2018-01-01
civet-yirgacheffe-sisota,Civet Yirgacheffe Sisota,"Good Chance Biotechnology, Ltd.",93,2018-01-01
civet-ethiopia-papilio-sidamo,Civet Ethiopia Papilio Sidamo,"Good Chance Biotechnology, Ltd.",93,2018-01-01
estate-carbonic-maceration,Estate Carbonic Maceration,Ka'u Specialty Coffee,90,2018-01-01
ethiopia-dry-processed-guji-mt-kayon,Ethiopia Dry-Processed Guji Mt. Kayon,Black Coffee in Black Jar,95,2018-01-01
ethiopia-banko-gotiti,Ethiopia Banko Gotiti,Red Rooster Coffee Roaster,94,2018-01-01
colombia-david-gomez-100-caturra,Colombia David Gomez 100% Caturra,Manzanita Roasting Company,92,2018-01-01
guatemala-acatenango-gesha-lot-209,Guatemala Acatenango Gesha Lot #209,Black Coffee in Black Jar,93,2018-01-01
panama-auromar-estate-geisha-peaberry,Panama Auromar Estate Geisha Peaberry,Bird Rock Coffee Roasters,95,2018-01-01
indonesia-emerald-mandheling,Indonesia Emerald Mandheling,A.R.C.,92,2018-01-01
panama-finca-hartmann-geisha-natural,Panama Finca Hartmann Geisha Natural,Temple Coffee and Tea,95,2018-01-01
ethiopia-reko-estate-yirgacheffe,Ethiopia Reko Estate Yirgacheffe,Temple Coffee and Tea,92,2018-01-01
costa-rica-sonora-estate-venecia-natural,Costa Rica Sonora Estate Venecia Natural,Temple Coffee and Tea,91,2018-01-01
mini-washed-kaffa-forest,Mini-Me Washed Kaffa Forest,Simon Hsieh’s Aroma Roast Coffees,95,2018-01-01
jade-espresso,Jade Espresso,Magnolia Coffee,94,2018-01-01
estate-medium-roast,Estate Medium Roast,Ka'u Specialty Coffee,93,2018-01-01
ethiopia-holy-grail-natural-yirgacheffe,Ethiopia Holy Grail Natural Yirgacheffe,Simon Hsieh’s Aroma Roast Coffees,93,2018-01-01
ethiopia-agakiso,Ethiopia Agakiso,Black Coffee in Black Jar,93,2018-01-01
kenya-karinga-3,Kenya Karinga,Amavida Coffee Roasters,92,2017-12-01
espresso-classico-7,Espresso Classico,Paradise Roasters,93,2017-12-01
thailand-doi-pangkhon-espresso-xxx,Thailand Doi Pangkhon Espresso,Paradise Roasters,91,2017-12-01
ulos-batak-sumatra-3,Ulos Batak Sumatra,JBC Coffee Roasters,96,2017-12-01
gaitania-colombia,Gaitania Colombia,JBC Coffee Roasters,91,2017-12-01
blue-label-la-esmeralda-porton-pascua-gesha,Blue Label La Esmeralda Porton Pascua Gesha,PT's Coffee Roasting,95,2017-12-01
auromar-gesha-natural,Auromar Gesha Natural,PT's Coffee Roasting,93,2017-12-01
haraz-special-red-yemen,Haraz Special Red Yemen,PT's Coffee Roasting,92,2017-12-01
david-mburu-kenya,David Mburu Kenya,Coava Coffee Roasters,96,2017-12-01
naturals,“Naturals”,Hala Tree Coffee,92,2017-12-01
finca-merced-guatemala-2,Finca Merced Guatemala,Chocolate Fish Coffee Roasters,93,2017-12-01
el-penon-nicaragua,El Peñon Nicaragua,Barrington Coffee Roasting,94,2017-12-01
kenya-chorongi-peaberry,Kenya Chorongi Peaberry,Speckled Ax,95,2017-12-01
honduras-los-catadores-honey,Honduras Los Catadores Honey,Kakalove Cafe,93,2017-12-01
static-kenya-kavutiri,Static Kenya Kavutiri,Espresso Republic,92,2017-12-01
honduras-la-lesquinada-washed,Honduras La Lesquinada Washed,Kakalove Cafe,92,2017-12-01
kenya-gicherori,Kenya Gicherori,The WestBean Coffee Roasters,91,2017-12-01
static-brazil-decaf-midnight,Static Colombia Decaf Midnight,Espresso Republic,89,2017-12-01
kenya-riakiberu-ab,Kenya Riakiberu AB,Cimarron Coffee Roasters,95,2017-12-01
diima-9-ethiopia-natural,Diima #9 Ethiopia Natural,Roast House,93,2017-12-01
sweet-holiday-blend-2,Sweet Holiday Blend,Red Rooster Coffee Roaster,93,2017-12-01
dr-congo-virunga-organic,DR Congo Virunga Organic,Speckled Ax,93,2017-12-01
holiday-blend-24,Holiday Blend,Fumi Coffee,93,2017-12-01
kenya-thaitu,Kenya Thaitu,Good Folks Coffee,95,2017-12-01
yule-blend-2018,Yule Blend 2018,Flight Coffee Co.,94,2017-12-01
los-congos-pacamara-honey,Los Congos Pacamara Honey,Dragonfly Coffee Roasters,93,2017-12-01
coffea-diversa-costa-rica-sudan-rume,Coffea Diversa Costa Rica Sudan Rume,OQ Coffee,93,2017-12-01
ethiopia-banko-gotiti-natural-g1,Ethiopia Banko Gotiti Natural G1,Green Stone Coffee,94,2017-12-01
auromar-geisha-natural,Panama Auromar Geisha Natural,Willoughby's Coffee & Tea,96,2017-12-01
el-salvador-finca-kilimanjaro-washed,El Salvador Finca Kilimanjaro,Bird Rock Coffee Roasters,95,2017-12-01
panama-elida-green-tip-gesha-natural,Panama Elida Green Tip Gesha Natural,Equator Coffees & Teas,94,2017-12-01
gikanda-kenya,Gikanda Kenya,JBC Coffee Roasters,96,2017-11-01
panama-don-julian-pacamara-2,Panama Don Julian Pacamara,Willoughby's Coffee & Tea,95,2017-11-01
100-kona-bourbon-pointu-laurina-3,100% Kona Bourbon Pointu Laurina,Hula Daddy Kona Coffee,95,2017-11-01
kenya-ab-muchoki,Kenya AB Muchoki,Klatch Coffee,95,2017-11-01
colombia-narino-duende,Colombia Nariño Duende,Paradise Roasters,93,2017-11-01
geisha-panama-santamaria-natural,Geisha Panama Santamaria Natural,Campos Coffee,95,2017-11-01
decaf-colombia-select,Decaf Colombia Select,Bootstrap Coffee Roasters,87,2017-11-01
ethiopia-awassa-3,Ethiopia Awassa,Paradise Roasters,93,2017-11-01
knight-dark-roast,The Knight Dark Roast,Glory Brew,89,2017-11-01
100-kona-sl-28,100% Kona SL-28,Hula Daddy Kona Coffee,97,2017-11-01
kenya-kirinyaga-mukangu-ab,Kenya Kirinyaga Mukangu AB,Kakalove Cafe,95,2017-11-01
kenya-nyeri-othaya-gatugi-red-cherry-project-aa,Kenya Nyeri Othaya Gatugi Red Cherry Project AA,Jackrabbit Java,92,2017-11-01
ethiopia-washed-yirgacheffe-adado,Ethiopia Washed Yirgacheffe Adado,Kakalove Cafe,95,2017-11-01
outbound-espresso,Outbound Espresso,Propeller Coffee,93,2017-11-01
ace-espresso-3,Ace Espresso,Propeller Coffee,94,2017-11-01
kenya-mutungati,Kenya Mutungati,Propeller Coffee,94,2017-11-01
guatemala-el-retiro-del-quisaya,Guatemala El Retiro del Quisaya,Chocolate Fish Coffee Roasters,93,2017-11-01
kenya-peaberry-kericho-county,Kenya Peaberry Kericho County,Caffe Luxxe,92,2017-11-01
static-el-salvador-finca-maria-luisa,Static El Salvador Finca Maria Luisa,Espresso Republic,89,2017-11-01
kamwangi-kenya,Kamwangi Kenya,Lexington Coffee Roasters,93,2017-11-01
ethiopia-gelana-abaya-2,Ethiopia Gelana Abaya,Big Creek Coffee Roasters,92,2017-11-01
christmas-blend-6,Christmas Blend,Mystic Monk Coffee,91,2017-11-01
thanksgiving-blend-2,Thanksgiving Blend,Mystic Monk Coffee,90,2017-11-01
ethiopia-bishan-fugu,Ethiopia Bishan Fugu,Noble Coffee Roasting,93,2017-11-01
sustainable-harvest-homacho-waeno-natural,Sustainable Harvest Homacho Waeno Natural,Red E Café,93,2017-11-01
ethiopia-amaro-gayo-natural-3,Ethiopia Amaro Gayo Natural,Ben's Beans,92,2017-11-01
ethiopia-shakiso-mormora,Ethiopia Shakiso Mormora,Revel Coffee,92,2017-11-01
ethiopia-suke-quto,Ethiopia Suke Quto,Roast House,92,2017-11-01
ethiopia-gedeb-halo-beriti,Ethiopia Gedeb Halo Beriti,Big Creek Coffee Roasters,94,2017-11-01
ethiopia-kayon-mountain-2,Ethiopia Kayon Mountain,Red Rooster Coffee Roaster,93,2017-11-01
ethiopia-gelgelu-natural-organic,Ethiopia Gelgelu Natural Organic,Willoughby's Coffee & Tea,93,2017-11-01
ethiopia-hambela-alaka,Ethiopia Hambela Alaka,Black Oak Coffee Roasters,93,2017-11-01
organic-ethiopia-kirite,Organic Ethiopia Kirite,Kickapoo Coffee Roasters,93,2017-11-01
ethiopia-sidama,Ethiopia Sidama,Reunion Island Coffee,94,2017-11-01
thiriku-aa-kenya,Thiriku AA Kenya,PT's Coffee Roasting,95,2017-11-01
ethiopia-natural-yirgacheffe-tore,Ethiopia Natural Yirgacheffe Tore,Kakalove Cafe,93,2017-11-01
direct-fair-trade-espresso-2,Direct Fair Trade Espresso,Level Ground Trading,92,2017-11-01
decaf-ethiopia-sidamo-2,Decaf Ethiopia Sidamo,Old Soul Co.,90,2017-11-01
flowery-espresso-blend,“Flowery” Espresso Blend,A.R.C.,90,2017-11-01
chocolate-espresso-blend,“Chocolate” Espresso Blend,A.R.C.,89,2017-11-01
nutty-espresso-blend,“Nutty” Espresso Blend,A.R.C.,88,2017-11-01
ethiopia-yirgacheffe-washed-g1,Ethiopia Yirgacheffe Washed G1,A.R.C.,92,2017-11-01
blue-mountain-flavor-blend,“Blue Mountain Flavor” Blend,A.R.C.,92,2017-11-01
house-blend-espresso-2,House Blend Espresso,A.R.C.,91,2017-11-01
ethiopia-yirgacheffe-natural-g1,Ethiopia Yirgacheffe Natural G1,A.R.C.,91,2017-11-01
fruity-espresso-blend,“Fruity” Espresso Blend,A.R.C.,95,2017-11-01
sweety-espresso-blend,“Sweety” Espresso Blend,A.R.C.,95,2017-11-01
flora-blend-espresso,Flora Blend Espresso,A.R.C.,94,2017-11-01
static-kenya-kirimahiga,Static Kenya Kirimahiga,Espresso Republic,93,2017-10-01
washed-ethiopia-worka,Washed Ethiopia Worka,Coffee Dusk Roasters,92,2017-10-01
panama-finca-san-sebastian,Panama Finca San Sebastian,Jackrabbit Java,90,2017-10-01
el-aquila-pacamara-espresso,El Aquila Pacamara Espresso,JBC Coffee Roasters,94,2017-10-01
kenya-aa-gicheroi,Kenya AA Gicheroi,Willoughby's Coffee & Tea,93,2017-10-01
guatemala-finca-el-injerto-gesha,Guatemala Finca El Injerto Gesha,Bird Rock Coffee Roasters,94,2017-10-01
sumatra-afro-gayo,Sumatra Afro-Gayo,Pigeonhole Coffee,92,2017-10-01
panama-duncan-estate-wine-processed,Panama Duncan Estate Wine-Processed,Bird Rock Coffee Roasters,93,2017-10-01
ethiopia-sidamo-nansebo-station-espresso,Ethiopia Sidamo Nansebo Station Espresso,Manzanita Roasting Company,92,2017-10-01
typica-baishengcun-farm,Typica Baishengcun Farm,CafeTaster,92,2017-10-01
kenya-gatomboya-aa-2,Kenya Gatomboya AA,Dragonfly Coffee Roasters,94,2017-10-01
flight-seasonal-espresso-4,Flight Seasonal Espresso,Red Rooster Coffee Roaster,95,2017-10-01
g-e-duetto-espresso,A.G.E. Duetto Espresso,Ho Soo Tsai,95,2017-10-01
ethiopia-kochere-g1-lot-096183,Ethiopia Kochere G1 Lot 096/183,Bartok Coffee,93,2017-10-01
ethiopia-deri-kochere,Ethiopia Deri Kochere,Flight Coffee Co.,93,2017-10-01
ethiopia-yirgacheffe-chelelektu-2,Ethiopia Yirgacheffe Chelelektu,Red Giant Coffee Roasters,92,2017-10-01
kenya-nyeri-hill-farm-2,Kenya Nyeri Hill Farm,Greater Goods Coffee Roasters,94,2017-10-01
costa-rica-cumbres-del-poas-perla-negra,Costa Rica Cumbres del Poas “Perla Negra”,Magnolia Coffee,92,2017-10-01
daniels-caturra-microlot,Gold Mountain Coffee Growers Daniel’s Caturra Microlot,Boil Line Coffee Company,93,2017-10-01
santa-maria-natural-yellow-caturra,Santa Maria Natural Yellow Caturra,Kakalove Cafe,93,2017-10-01
nicaragua-limoncillo-funky,Nicaragua Limoncillo Funky,Modern Times Coffee,93,2017-10-01
nicaragua-pacamara-honey-finca-cerro-de-jesus,Nicaragua Pacamara Honey Finca Cerro de Jesus,Taokas Coffee Studio,93,2017-10-01
tollivers-reserve-nicaragua-gold-mountain-fruit-candy-nanolot,Tolliver’s Reserve Nicaragua Gold Mountain Fruit Candy Nanolot,Ironclad Coffee Roasters,92,2017-10-01
los-congos-washed,Los Congos Washed,Reunion Island Coffee,92,2017-10-01
organic-shade-grown-nicaragua,Organic Shade-Grown Nicaragua,Thanksgiving Coffee Company,92,2017-10-01
nicaragua-un-regalo-de-dios-bourbon,Nicaragua Un Regalo de Dios Bourbon,Giv COFFEE,94,2017-10-01
jinotega-geisha,Jinotega Geisha,Paradise Roasters,94,2017-10-01
bernachon-b888-espresso,Bernachon B888 Espresso,Wei Chuan Foods Corporation,91,2017-10-01
ho-soo-tsais-g-e-duetto,Mei-Chu Blend,Mi's Cafe,93,2017-10-01
gedeb-lot-83-ethiopia-natural,Gedeb Lot 83 Ethiopia Natural,JBC Coffee Roasters,95,2017-09-01
halo-beriti-ethiopia,Halo Beriti Ethiopia,JBC Coffee Roasters,94,2017-09-01
mutitu-kenya,Mutitu Kenya,JBC Coffee Roasters,93,2017-09-01
guayab-guatemala,Guaya’b Guatemala,JBC Coffee Roasters,93,2017-09-01
el-aquila-pacamara-el-salvador,El Aquila Pacamara El Salvador,JBC Coffee Roasters,92,2017-09-01
ethiopia-konga-sede,Ethiopia Konga Sede,Red Rooster Coffee Roaster,94,2017-09-01
colombia-la-guamera,Colombia La Guamera,Red Rooster Coffee Roaster,93,2017-09-01
static-amaro-gayo-natural-ethiopia,Static Amaro Gayo Natural Ethiopia,Espresso Republic,95,2017-09-01
static-cali-classico-espresso,Static Cali Classic Espresso,Espresso Republic,94,2017-09-01
static-dark-star-mexico-espresso,Static Dark Star Mexico Espresso,Espresso Republic,93,2017-09-01
static-hacienda-sonora-costa-rica,Static Hacienda Sonora Costa Rica,Espresso Republic,93,2017-09-01
static-don-eli-la-pastora-tarrazu-costa-rica,Static Don Eli La Pastora Tarrazu Costa Rica,Espresso Republic,93,2017-09-01
static-rio-negro-huila-supremo,Static Rio Negro Huila Supremo,Espresso Republic,92,2017-09-01
static-ethiopia-koke,Static Ethiopia Koke,Espresso Republic,90,2017-09-01
static-adado-shara,Static Adado Shara,Espresso Republic,90,2017-09-01
static-san-augustin-guatemala,Static San Augustin Guatemala,Espresso Republic,90,2017-09-01
static-peaberry-cerrado-brazil,Static Peaberry Cerrado Brazil,Espresso Republic,89,2017-09-01
static-ravens-dark-roast-mexico,Static Ravens Dark Roast Mexico,Espresso Republic,88,2017-09-01
shine-day-el-salvador,Shine Day El Salvador,"Seeker Co, Ltd.",94,2017-09-01
kenya-kirinyaga-baragwi-guama-ab,Kenya Kirinyaga Baragwi Guama AB,Kakalove Cafe,95,2017-09-01
guatemala-finca-el-general-espresso,Guatemala Finca El General Espresso,Kakalove Cafe,94,2017-09-01
ethiopia-natural-yirgacheffe-adado,Ethiopia Natural Yirgacheffe Adado,Kakalove Cafe,93,2017-09-01
kenya-aa-nyeri,Kenya AA Nyeri,Lone Oak Coffee Company,92,2017-09-01
uganda-fair-trade-bukonzo,Uganda Fair Trade Bukonzo,Conscious Cup Coffee Roasters,93,2017-09-01
ethiopia-limmu-organic-kebena-kossa,Ethiopia Limmu Organic Kebena Kossa,Jebena Coffees,93,2017-09-01
honduras-finca-jerusalen,Honduras Finca Jerusalen,Branch Street Coffee Roasters,91,2017-09-01
ethiopia-shakisso,Ethiopia Shakisso,Topeca Coffee Roasters,90,2017-09-01
colombia-finca-campoalegre,Colombia Finca Campoalegre,Durango Coffee Company,94,2017-09-01
kenya-boma-aa,Kenya Boma AA,Topeca Coffee Roasters,94,2017-09-01
ethiopia-guji-zone-natural,Ethiopia Guji Zone Natural,Coffee Dusk Roasters,94,2017-09-01
kenya-boma-peaberry,Kenya Boma Peaberry,Topeca Coffee Roasters,94,2017-09-01
gesha-village-auction-lot-26-gori-gesha-natural,Gesha Village Auction Lot 26 Gori Gesha Natural,Hatch Coffee,95,2017-09-01
gesha-village-lot-76-natural-nasha-block,Gesha Village Lot 76 Nasha Block,Ho Soo Tsai,95,2017-09-01
gesha-village-natural-oma-black,Gesha Village Natural Oma Block Lot 72,Kakalove Cafe,95,2017-09-01
gesha-village-1931-lot-86,"Gesha Village 1931, Lot 86",Mudhouse Coffee Roasters,95,2017-09-01
esmeralda-special-auction-washed-geisha,Esmeralda Special Auction Washed Geisha,Dragonfly Coffee Roasters,94,2017-09-01
panama-geisha-2,Panama Geisha,San Francisco Bay Coffee,94,2017-09-01
guatemala-acatenango-gesha-5,Guatemala Acatenango Gesha,Ironclad Coffee Roasters,93,2017-09-01
gesha-village-ethiopia-lot-18-illubabor-washed,Gesha Village Ethiopia Lot #18 Illubabor Washed,GK Coffee,93,2017-09-01
guatemala-el-injerto-legendary-gesha,Guatemala El Injerto Legendary Gesha,Willoughby's Coffee & Tea,93,2017-09-01
carmen-geisha-el-palomar-best-of-panama-4-carlos-aguilera,Carmen Geisha El Palomar Best of Panama #4 Carlos Aguilera,Dragonfly Coffee Roasters,96,2017-09-01
kilenso-ethiopia-natural,Kilenso Ethiopia Natural,Coava Coffee Roasters,93,2017-08-01
brazil-paulo-ribeiro-rocha,Brazil Paulo Ribeiro Rocha,Revel Coffee,91,2017-08-01
colombia-daniel-ortega,Colombia Daniel Ortega,Branch Street Coffee Roasters,93,2017-08-01
ethiopia-yirgacheffe-washed-adado-grade-1,Ethiopia Yirgacheffe Washed Adado Gr 1,Branch Street Coffee Roasters,93,2017-08-01
bella-carmona-guatemala,Bella Carmona Guatemala,JBC Coffee Roasters,93,2017-08-01
costa-rica-la-cereza-roja-semi-washed,Costa Rica La Cereza Roja Semi-Washed,Ithaca Coffee Company,90,2017-08-01
karuthi-espresso,Karuthi Espresso,JBC Coffee Roasters,95,2017-08-01
chelelektu-espresso,Chelelektu Espresso,JBC Coffee Roasters,94,2017-08-01
chelelektu-ethiopia,Chelelektu Ethiopia,JBC Coffee Roasters,93,2017-08-01
karuthi-kenya,Karuthi Kenya,JBC Coffee Roasters,95,2017-08-01
finca-el-obraje-colombia-gesha,Finca El Obraje Colombia Gesha,Amavida Coffee and Tea,95,2017-08-01
kenya-aa-top-nyeri-tekangu-tegu-microlot,Kenya AA Top Nyeri Tekangu Tegu Microlot,Another Beans Coffee Roasters,94,2017-08-01
peru-cajamarca-organic,Peru Cajamarca Organic,Black Coffee Roasting,93,2017-08-01
ethiopia-organic-dark,Ethiopia Organic Dark,Mellelo Coffee Roasters,93,2017-08-01
chimney-rock-blend,Chimney Rock Blend,Cimarron Coffee Roasters,92,2017-08-01
sumatra-tanah-karo,Sumatra Tanah Karo,Oceana Coffee,92,2017-08-01
duomo-espresso-northern-italian-style,Duomo Espresso Northern Italian Style,Black Oak Coffee Roasters,91,2017-08-01
mocha-java-blend-fair-trade-organic,Mocha Java Blend Fair Trade Organic,Equator Coffees & Teas,91,2017-08-01
ethiopia-baraka-buna,Ethiopia Baraka Buna,The WestBean Coffee Roasters,91,2017-08-01
dreamlands-blend,Dreamlands Blend,Magnolia Coffee,90,2017-08-01
ethiopia-yirgacheffe-aricha-3,Ethiopia Yirgacheffe Aricha,Brioso Coffee,90,2017-08-01
sumatra-narata-nauli,Sumatra Narata Nauli,Kustomcoffee,90,2017-08-01
washed-ethiopia-yirgacheffe-banko-gotiti,Washed Ethiopia Yirgacheffe Banko Gotiti,Green Stone Coffee,95,2017-08-01
sumatra-danau-toba-4,Sumatra Danau Toba,Paradise Roasters,94,2017-08-01
kapsakiso-kenya,Kapsakiso Kenya,Lexington Coffee Roasters,94,2017-08-01
ethiopia-oromia,Ethiopia Oromia,Caffe Luxxe,93,2017-08-01
congo-natural,Congo Natural,Paradise Roasters,92,2017-08-01
