slug,name,roaster,rating,review_date
panama-elida-the-seasonal-tripel,Panama Elida: The Seasonal Tripel,Oak Cliff Coffee Roasters,92,2011-10-01
bali-kintamani-organic-rainforest-alliance,Bali Kintamani Organic Rainforest Alliance,Lexington Coffee Roasters,91,2011-10-01
ethiopia-sidamo-ardi-2,Ethiopia Sidamo Ardi,BeanFruit Coffee Co.,89,2011-10-01
ethiopia-yirgacheffe-kochere-micro-lot,Ethiopia Yirgacheffe Kochere Micro-lot,Paradise Roasters,92,2011-10-01
espresso-havana-2,Espresso Havana,Espresso Havana,92,2011-10-01
the-journey-espresso-blend,The Journey Espresso Blend,Roast BKK,92,2011-10-01
bluekoff-single-origin-thai-espresso-blend-a4a5,Bluekoff Single Origin Thai Espresso Blend (A4+A5),Bluekoff Company,90,2011-10-01
costa-rica-tarrazu-montecielo,Costa Rica Tarrazu Montecielo,Café Britt,89,2011-10-01
costa-rica-export-reserve-light-roast,"Costa Rica Export Reserve, Light Roast",Café Britt,89,2011-10-01
kenya-karinga,Kenya Karinga,Water Avenue Coffee Company,95,2011-10-01
ethiopia-sidamo-guji-2,Ethiopia Sidamo Guji,Lexington Coffee Roasters,94,2011-10-01
sumatra-mandheling-fair-trade-organic,Sumatra Mandheling Fair Trade Organic,Lexington Coffee Roasters,91,2011-10-01
organic-bali-kintamani-highlands,Organic Bali Kintamani Highlands,Wicked Joe,89,2011-10-01
resiprocate-fto-ethiopia-yirgacheffe-medium-roast,Resiprocate FTO Ethiopia Yirgacheffe Medium Roast,Canterbury Coffee,89,2011-10-01
organic-el-salvador-las-lajas,Organic El Salvador Las Lajas,Uncle Beanz,90,2011-10-01
organic-ethiopia-gedeo-worka-natural-processed,Organic Ethiopia Gedeo Worka (Natural-Processed),Olympia Coffee Roasting,91,2011-10-01
ethiopia-sidamo-oromia-fto,Ethiopia Sidamo Oromia FTO,Bard Coffee,91,2011-10-01
costa-rica-finca-santa-lucia-organic,Costa Rica Finca Santa Lucia Organic,Bird Rock Coffee Roasters,91,2011-10-01
guatemala-quiche-chajulense-fair-trade-organic,Guatemala Quiche Chajulense Fair Trade Organic,JBC Coffee Roasters,91,2011-10-01
ethiopia-sidama-union-fair-trade-organic,Ethiopia Sidama Union Fair Trade Organic,Bard Coffee,92,2011-10-01
caf-tierra-ethiopia-yirgacheffe-fair-trade-organic,Café Tierra Ethiopia Yirgacheffe Fair Trade Organic,Coffee Bean International,92,2011-10-01
organic-ethiopia-worka-coop-natural-process,Organic Ethiopia Worka Coop Natural Process,Kickapoo Coffee,92,2011-10-01
organic-costa-rica-las-lajas-natural-process,Organic Costa Rica Las Lajas Natural Process,DOMA Coffee Roasting Company,93,2011-10-01
estate-of-kenya,Estate of Kenya,The Roasterie,90,2011-09-01
honduras-el-cielito-single-origin-espresso,Honduras El Cielito Single Origin Espresso,Bard Coffee,90,2011-09-01
ethiopia-nigusie-lemma-natural-processed-single-origin-espresso,Ethiopia Nigusie Lemma Natural Processed Single Origin Espresso,JBC Coffee Roasters,93,2011-09-01
guatemala-santa-isabel-natural-process-so-espresso,Guatemala Santa Isabel Natural Process SO Espresso,The WestBean Coffee Roasters,92,2011-09-01
honduras-santa-barbara,Honduras Santa Barbara,Bard Coffee,90,2011-09-01
ethiopia-natural-sidamo-korate-gr-3-organic,Ethiopia Natural Sidamo Korate Gr. 3 Organic,Caffé Artigiano Taiwan,89,2011-09-01
kenya-gichathaini-3,Kenya Gichathaini,Kickapoo Coffee,92,2011-09-01
kenya-gichathaini-2,Kenya Gichathaini,Heart Coffee Roasters,92,2011-09-01
kenya-thika-chania-estate-natural-process,Kenya Thika Chania Estate Natural Process,Victrola Coffee Roasters,92,2011-09-01
kenya-aa-kangocho,Kenya AA Kangocho,Equator Coffees & Teas,92,2011-09-01
kenya-aa-karogoto-microlot,Kenya AA Karogoto Microlot,Willoughby's Coffee & Tea,92,2011-09-01
kenya-kangocho-full-flavor-roast,Kenya Kangocho Full Flavor Roast,Terroir Coffee,92,2011-09-01
kenya-karatu-thika,Kenya Karatu-Thika,Counter Culture Coffee,93,2011-09-01
kenya-tekangu-ngunguru,Kenya Tekangu Ngunguru,Four Barrel Coffee,93,2011-09-01
kenya-thiriku-2,Kenya Thiriku,Counter Culture Coffee,93,2011-09-01
kenya-aa-kiaora-estate-full-city-roast,Kenya AA Kiaora Estate Full City Roast,Strongtree Heirloom Organic Coffees,94,2011-09-01
kenya-giakanja,Kenya Giakanja,Klatch Coffee,94,2011-09-01
kenya-karatu-aa,Kenya Karatu AA,Coffea Roasterie,95,2011-09-01
kenya-kiandu,Kenya Kiandu,Gimme! Coffee,95,2011-09-01
kenya-ruthagati,Kenya Ruthagati,Cafe Grumpy,91,2011-08-01
panama-mama-cata-natural-process-geisha,Panama Mama Cata Natural Process Geisha,Fratello Coffee Roasters,93,2011-08-01
la-union-mexico-fair-trade-organic,La Union Mexico Fair Trade Organic,Green Mountain Coffee,90,2011-08-01
original-roast,Original Roast,Rex Roasting,87,2011-08-01
kenya-kirinyaga-kii-peaberry-espresso,Kenya Kirinyaga Kii Peaberry Espresso,JBC Coffee Roasters,94,2011-08-01
el-salvador-amarillo-yellow-bourbon,El Salvador Amarillo Yellow Bourbon,JBC Coffee Roasters,93,2011-08-01
el-salvador-los-alpes-el-banco-pacamara-espresso,El Salvador Los Alpes El Banco Pacamara Espresso,JBC Coffee Roasters,92,2011-08-01
guatemala-finca-la-candelaria,Guatemala Finca La Candelaria,JBC Coffee Roasters,92,2011-08-01
dharma-blend-espresso,Dharma Blend Espresso,Temple Coffee and Tea,91,2011-08-01
el-salvador-finca-los-alpes-tierra-fertil-pacamara,El Salvador Finca Los Alpes Tierra Fertil Pacamara,JBC Coffee Roasters,92,2011-08-01
el-salvador-finca-los-alpes-el-banco-pacamara,El Salvador Finca Los Alpes El Banco Pacamara,JBC Coffee Roasters,90,2011-08-01
bard-2-2-espresso,Bard 2.2 (espresso),Bard Coffee,92,2011-08-01
sumatra-lake-tawar-5,Sumatra Lake Tawar,Bird Rock Coffee Roasters,94,2011-08-01
bard-2-2,Bard 2.2,Bard Coffee,92,2011-08-01
hojas-de-otono,Hojas de Otono,Caribou Coffee,92,2011-08-01
colombia-cup-of-excellence-2011-first-place-winner,Colombia Cup of Excellence 2011 First Place Winner,Paradise Roasters,93,2011-08-01
costa-rica-las-lajas-honey-process-2,Costa Rica Las Lajas Honey Process,The Roasterie,92,2011-08-01
espresso-nuevo-3,Espresso Nuevo,Paradise Roasters,95,2011-08-01
espresso-classico-4,Espresso Classico,Paradise Roasters,92,2011-08-01
guatemalan-puerta-verde,Guatemalan Puerta Verde,Barrington Coffee Roasting Co.,91,2011-08-01
sumatra-lintong-2,Sumatra Lintong,Temple Coffee and Tea,93,2011-08-01
costa-rica-santa-elena-espresso,Costa Rica Santa Elena Espresso,Temple Coffee and Tea,93,2011-08-01
ethiopia-amaro-dernaye,Ethiopia Amaro Dernaye,Temple Coffee and Tea,91,2011-08-01
nicaragua-flor-de-jinotega-fto,Nicaragua Flor de Jinotega FTO,Thanksgiving Coffee,89,2011-08-01
nicaragua-finca-el-limoncillo-red-pacamara,Nicaragua Finca El Limoncillo Red Pacamara,Fratello Coffee Roasters,90,2011-08-01
nicaragua-santa-teresa,Nicaragua Santa Teresa,Cafe Grumpy,90,2011-08-01
nicaragua-5-de-junio-maragojipe,Nicaragua 5 de Junio Maragojipe,Counter Culture Coffee,91,2011-08-01
mierisch-farms-pacamara-natural-process,Mierisch Farms Pacamara Natural Process,Muddy Dog Roasting,93,2011-08-01
nicaragua-wiwili-organic-micro-lot,Nicaragua Wiwili Organic Micro Lot,True Beans Coffee Roasters,93,2011-08-01
nicaragua-shg,Nicaragua SHG,Stauf's Coffee Roasters,94,2011-08-01
kenya-kagumo-pb-special-reserve-micro-lot,Kenya Kagumo PB Special Reserve Micro Lot,Old Soul Co.,90,2011-07-01
costa-rica-micro-lot-pepe-honey-processed,Costa Rica Micro Lot “Pepe” Honey Processed,Bard Coffee,95,2011-07-01
costa-rica-finca-las-gravileas-fair-trade-organic,Costa Rica Finca Las Gravileas Fair Trade Organic,Wicked Joe,92,2011-07-01
costa-rica-finca-las-palomas,Costa Rica Finca Las Palomas,Bard Coffee,90,2011-07-01
kenya-gichatha-ini-2,Kenya Gichatha-Ini,Bird Rock Coffee Roasters,92,2011-07-01
kenya-gichatha-ini,Kenya Gichatha-Ini,PT's Coffee Roasting Co.,92,2011-07-01
ethiopia-yirgacheffe-koke-coop-fair-trade-organic,Ethiopia Yirgacheffe Koke Coop Fair Trade Organic,JBC Coffee Roasters,92,2011-07-01
nicaragua-cinco-de-junio-fair-trade-organic,Nicaragua Cinco De Junio Fair Trade Organic,JBC Coffee Roasters,90,2011-07-01
panama-gesha-2011,Panama Gesha 2011,Barrington Coffee Roasting Co.,94,2011-07-01
rwanda-coopac-3,Rwanda Coopac,Barrington Coffee Roasting Co.,92,2011-07-01
guatemala-xeucalvitz-2,Guatemala Xeucalvitz,Coava Coffee Roasters,95,2011-07-01
kenya-karie-micro-lot,Kenya “Karie” Micro-lot,Paradise Roasters,92,2011-07-01
guatemala-guayab-3,Guatemala Guaya’b,The WestBean Coffee Roasters,92,2011-07-01
guatemala-xeucalvitz-espresso-2,Guatemala Xeucalvitz Espresso,Coava Coffee Roasters,92,2011-07-01
rwanda-musasa,Rwanda Musasa,Kickapoo Coffee,91,2011-07-01
mexico-chiapas-fair-trade,Mexico Chiapas Fair Trade,Paradise Roasters,91,2011-07-01
colombian-supremo-5,Colombian Supremo,Finger Lakes Coffee Roasters,88,2011-07-01
kenya-aa-dark,Kenya AA Dark,Peerless Coffee and Tea,88,2011-07-01
fair-trade-organic-ethiopia-yirgacheffe-2,Fair Trade Organic Ethiopia Yirgacheffe,Green Mountain Coffee,88,2011-07-01
sumatra-15,Sumatra,Tully's Coffee,88,2011-07-01
organic-guatemalan-medium,Organic Guatemalan Medium,Equal Exchange,88,2011-07-01
thai-fully-city-roast,Thai Fully City Roast,Eden Way Coffee,88,2011-07-01
honduras-coprocael,Honduras Coprocael,Desert Sun Coffee Roasters,89,2011-07-01
ethiopian-konga-yirgacheffe,Ethiopian Konga Yirgacheffe,Counter Culture Coffee,89,2011-07-01
ethiopian-yirgacheffe-4,Ethiopian Yirgacheffe,The Roasterie,89,2011-07-01
el-salvador-finca-san-joaquin,El Salvador Finca San Joaquin,Tony's Coffees & Teas,89,2011-07-01
ethiopia-yirgacheffe-dominion,Ethiopia Yirgacheffe Dominion,Barefoot Coffee Roasters,89,2011-07-01
organic-ethiopia-yirgacheffe-peaberry,Organic Ethiopia Yirgacheffe Peaberry,Montana Coffee Traders,92,2011-07-01
ethiopian-sidamo-2,Ethiopian Sidamo 2,Boyds Coffee,92,2011-07-01
mexican-extra-fine-gourmet-coffee,Mexican Extra Fine Gourmet Coffee,Café Juquila,90,2011-07-01
kenya-gethembwini,Kenya Gethembwini,Cafe Grumpy,95,2011-06-01
guatemala-el-injerto-2,Guatemala El Injerto,Coffea Roasterie,91,2011-06-01
guatemalan-antigua-sereno,Guatemalan Antigua Sereno,Mystic Monk Coffee,91,2011-06-01
el-salvador-finca-el-carmen,El Salvador Finca El Carmen,Heart Coffee Roasters,90,2011-06-01
ibonia-kenya-peaberry,Ibonia Kenya Peaberry,Coava Coffee Roasters,94,2011-06-01
ixil-aachimbal-guatemala,Ixil A’achimbal Guatemala,Coava Coffee Roasters,90,2011-06-01
1971-nicaragua-viennese-roast,1971 Nicaragua Viennese Roast,Las Chicas Del Café,89,2011-06-01
carmelo-yujra-bolivia,Carmelo Yujra Bolivia,Phil & Sebastian Coffee Roasters,89,2011-06-01
sumatra-14,Sumatra,Van Houtte,89,2011-06-01
brazil-ouro-fino,Brazil Ouro Fino,Reunion Island Coffee,89,2011-06-01
single-origin-medium-roast-4,Single-Origin Medium Roast,Doi Chaang Coffee,89,2011-06-01
ethiopian-medium,Ethiopian Medium,Equator Coffee Roasters,90,2011-06-01
kiryama-kayanza-burundi,Kiryama Kayanza Burundi,Detour Coffee Roasters,90,2011-06-01
kenya-aa-17,Kenya AA,Timothy's World Coffee,90,2011-06-01
resiprocate-verita-espresso-2,Resiprocate Verita Espresso,Canterbury Coffee,90,2011-06-01
kenya-igandene,Kenya Igandene,Java Blend Coffee Roasters,90,2011-06-01
exotic-medium-roast,Exotic Medium Roast,Ethical Bean Coffee,91,2011-06-01
ethiopia-yirgacheffe-kochere-3,Ethiopia Yirgacheffe Kochere,49th Parallel Coffee Roasters,92,2011-06-01
panama-los-lajones,Panama Los Lajones,Social Coffee & Tea Company,93,2011-06-01
candelilla-costa-rican-peaberry,Candelilla Costa Rican Peaberry,The Roasterie,90,2011-05-01
stars-of-africa-blend,Stars of Africa Blend,Cherry Smile,93,2011-05-01
decaf-guatemala-espresso,Decaf Guatemala Espresso,Coava Coffee Roasters,90,2011-05-01
colombia-finca-cerro-azul,Colombia Finca Cerro Azul,Bird Rock Coffee Roasters,95,2011-05-01
ethiopia-yirgacheffe-organic-fair-trade,Ethiopia Yirgacheffe Organic Fair Trade,Mystic Monk Coffee,92,2011-05-01
guatemala-shb-el-injertal-estate,Guatemala SHB El Injertal Estate,Lexington Coffee Roasters,90,2011-05-01
sumatra-aceh-gold,Sumatra Aceh Gold,Temple Coffee and Tea,93,2011-05-01
colombia-camilio-torres,Colombia Camilio Torres,Temple Coffee and Tea,91,2011-05-01
kilenso-sidama-natural,Kilenso Sidama Natural,Coava Coffee Roasters,92,2011-05-01
burundi-kinyovu-micro-mill,Burundi Kinyovu Micro-Mill,Fratello Coffee Roasters,92,2011-05-01
colombia-la-esperanza-micro-lot,Colombia La Esperanza Micro-lot,Paradise Roasters,91,2011-05-01
sumatra-aceh-2,Sumatra Aceh,Fratello Coffee Roasters,90,2011-05-01
sumatra-la-minita-aceh-gold-2,Sumatra La Minita Aceh Gold,Paradise Roasters,93,2011-05-01
burundi-kinyovu-2,Burundi Kinyovu,Kaldi's Coffee,90,2011-05-01
peru-cruz-del-sur,Peru Cruz Del Sur,Intelligentsia Coffee,90,2011-05-01
mexico-nayarita,Mexico Nayarita,Velton's Coffee,90,2011-05-01
echo-blend-taiwan-espresso,Echo Blend Taiwan Espresso,Simon Hsieh's Aroma Roast Coffees,91,2011-05-01
single-origin-espresso-colombia-el-paraiso-farm,Single Origin Espresso Colombia El Paraiso Farm,Cafe Grumpy,91,2011-05-01
ethiopia-anyetsu-espresso,Ethiopia Anyetsu Espresso,Novo Coffee,91,2011-05-01
brazil-moreninha-formosa-raisin,Brazil Moreninha Formosa Raisin,Muddy Dog Roasting,92,2011-05-01
burundi-kiryama-micro-lot,Burundi Kiryama Micro Lot,Olympia Coffee Roasting,93,2011-05-01
bolivia-caranavi-cenaproc-co-op,Bolivia Caranavi Cenaproc Co-op,Victrola Coffee Roasters,94,2011-05-01
ethiopia-yirgacheffe-addis-ketema-north-italian-espresso-roast,Ethiopia Yirgacheffe Addis Ketema North Italian Espresso Roast,Terroir Coffee,94,2011-05-01
el-patron-nicaragua-espresso,El Patron Nicaragua Espresso,Las Chicas Del Café,94,2011-05-01
guatemala-la-conception,Guatemala La Conception,Terroir Coffee,95,2011-04-01
kenya-ndiara,Kenya Ndiara,Terroir Coffee,94,2011-04-01
elevens-espresso,Elevens Espresso,Te Aro Roasted,92,2011-04-01
burundi-kiryama,Burundi Kiryama,Terroir Coffee,92,2011-04-01
colombian-huila-suaza-coocentral-cooperative,Colombian Huila Suaza Coocentral Cooperative,Fratello Coffee Roasters,92,2011-04-01
bolivia-familia-miranda-2,Bolivia Familia Miranda,Temple Coffee and Tea,92,2011-04-01
espresso-giusto,Espresso Giusto,Lexington Coffee Roasters,92,2011-04-01
organic-ethiopia-yirgacheffe-ycfcu,Organic Ethiopia Yirgacheffe YCFCU,Lexington Coffee Roasters,91,2011-04-01
sumatra-mandheling-wahana-estate,Sumatra Mandheling Wahana Estate,Lexington Coffee Roasters,91,2011-04-01
tanzania-peaberry-tudeley-estate,Tanzania Peaberry Tudeley Estate,Atomic Cafe Coffee Roasters,90,2011-04-01
panama-h2,Panama H2,Rex Roasting,89,2011-04-01
rwanda-peaberry-coopac,Rwanda Peaberry Coopac,Atomic Cafe Coffee Roasters,89,2011-04-01
colombia-la-escuelita,Colombia La Escuelita,Coava Coffee Roasters,95,2011-04-01
colombia-progreso,Colombia Progreso,Coava Coffee Roasters,93,2011-04-01
burundi-kayanza-gatore-lot-3,Burundi Kayanza Gatore Lot 3,PT's Coffee Roasting Co.,91,2011-04-01
java-blawan-estate-4,Java Blawan Estate,Mystic Monk Coffee,89,2011-04-01
house-blend-paper-pod,House Blend (paper pod),City Steam Coffee,75,2011-04-01
senseo-colombian-paper-pod,Senseo Colombian (paper pod),Douwe Egberts,76,2011-04-01
kronung-tassimo-t-disc,Kronung (Tassimo T Disc),Jacobs Coffee,79,2011-04-01
sumatra-blend-senseo-pod,Sumatra Blend (Senseo Pod),Douwe Egberts,83,2011-04-01
organic-sierra-verde-extra-bold-paper-pod,Organic Sierra Verde Extra Bold (paper pod),Reunion Island Coffee,83,2011-04-01
breakfast-blend-k-cup-5,Breakfast Blend (K-Cup),Tully's Coffee,84,2011-04-01
voluptuoso-classic-tassimo-t-disc,Voluptuoso Classic (Tassimo T Disc),Carte Noire,85,2011-04-01
vermont-country-blend-k-cup-2,Vermont Country Blend (K-Cup),Green Mountain Coffee,85,2011-04-01
fortissio-lungo-nespresso-capsule,Fortissio Lungo (Nespresso capsule),Nespresso,85,2011-04-01
house-blend-tassimo-t-disc,House Blend (Tassimo T Disc),Starbucks,87,2011-04-01
indriya-nespresso-capsule,Indriya (Nespresso capsule),Nespresso,87,2011-04-01
colombian-light-roast-paper-pod,Colombian LIght Roast (paper pod),Baronet Coffee Roasters,88,2011-04-01
our-blend-k-cup-2,Our Blend (K-Cup),Green Mountain Coffee,89,2011-04-01
finezzo-lungo-nespresso-capsule,Finezzo Lungo (Nespresso capsule),Nespresso,89,2011-04-01
colombia-fair-trade-select-k-cup,Colombia Fair Trade Select (K-Cup),Green Mountain Coffee,89,2011-04-01
burundi-kayanza-kiryama-micro-lot,Burundi Kayanza Kiryama Micro Lot,Coffea Roasterie,93,2011-04-01
beach-buzz-espresso,Beach Buzz Espresso,Paradise Roasters,91,2011-04-01
papua-new-guinea-boroida-a,Papua New Guinea Boroida A,Mystic Monk Coffee,90,2011-03-01
kenya-thiriku-top-auction-lot,Kenya Thiriku Top Auction Lot,PT's Coffee Roasting Co.,95,2011-03-01
kochere-yirga-cheffe,Kochere Yirga Cheffe,Coava Coffee Roasters,92,2011-03-01
kochere-yirga-cheffe-espresso,Kochere Yirga Cheffe Espresso,Coava Coffee Roasters,92,2011-03-01
ecuador-rosa-abad,Ecuador Rosa Abad,Bird Rock Coffee Roasters,90,2011-03-01
kona-kama-lei-special-reserve,Kona Kama Lei Special Reserve,Green Mountain Coffee,91,2011-03-01
honduras-cup-of-excellence-lot-17,Honduras Cup of Excellence Lot #17,Bard Coffee,91,2011-03-01
cup-of-excellence-rwanda-lot-17,Cup of Excellence Rwanda Lot #17,Bard Coffee,92,2011-03-01
brazil-rodomunho-natural-espresso,Brazil Rodomunho Natural Espresso,Temple Coffee and Tea,93,2011-03-01
rwanda-musasa-red-bourbon,Rwanda Musasa Red Bourbon,Temple Coffee and Tea,90,2011-03-01
espresso-luna,Espresso Luna,Caldi Coffee,91,2011-03-01
bolivia-carmelo-yujra,Bolivia Carmelo Yujra,Bird Rock Coffee Roasters,93,2011-03-01
bolivia-familia-miranda,Bolivia Familia Miranda,Cafe Grumpy,92,2011-03-01
extra-fancy-kona-coffee-medium-roast,Extra Fancy Kona Coffee Medium Roast,Hula Daddy,94,2011-03-01
new-guinea-peaberry-goroka-waghi,New Guinea Peaberry Goroka Waghi,JBC Coffee Roasters,92,2011-03-01
new-guinea-onaka-agoga,New Guinea Onaka Agoga,JBC Coffee Roasters,93,2011-03-01
ethiopia-amaro-gayo-natural,Ethiopia Amaro Gayo Natural,Rex Roasting,91,2011-03-01
organic-costa-rica-la-amistad-estate,Organic Costa Rica La Amistad Estate,Lexington Coffee Roasters,90,2011-03-01
burundi-ngoma,Burundi Ngoma,Mystic Monk Coffee,92,2011-03-01
paretto-divino,Paretto Divino,Soyuz Coffee Roasting,90,2011-03-01
paretto-celesto,Paretto Celesto,Soyuz Coffee Roasting,89,2011-03-01
mon-ami-delight,Mon Ami Delight,Soyuz Coffee Roasting,89,2011-03-01
mon-ami-bright,Mon Ami Bright,Soyuz Coffee Roasting,88,2011-03-01
barista-blend-11,Barista Blend #11,Soyuz Coffee Roasting,91,2011-03-01
barista-blend-7,Barista Blend #7,Soyuz Coffee Roasting,90,2011-03-01
barista-blend-4,Barista Blend #4,Soyuz Coffee Roasting,92,2011-03-01
premium-instant-coffee,Premium Instant Coffee,Yuban,66,2011-03-01
tasters-choice-french-roast-instant-coffee,Taster’s Choice French Roast Instant Coffee,Nescafé,67,2011-03-01
italian-roast-via-instant-coffee,Italian Roast VIA Instant Coffee,Starbucks ,68,2011-03-01
original-instant-coffee,Original Instant Coffee,Maxwell House,69,2011-03-01
100-arabica-instant-coffee,100% Arabica Instant Coffee,Yuban,72,2011-03-01
100-colombia-instant-coffee,100% Colombia Instant Coffee,Trader Joe's,73,2011-03-01
classic-instant-coffee,Classic Instant Coffee,Nescafé,73,2011-03-01
colombia-via-instant-coffee,Colombia VIA Instant Coffee,Starbucks ,77,2011-03-01
tasters-choice-100-colombian-instant-coffee,Taster’s Choice 100% Colombian Instant Coffee,Nescafé,78,2011-03-01
mocca-java-liquid-concentrate-coffee,Mocca Java Liquid Concentrate Coffee,Victorian House Concentrated Coffee,85,2011-03-01
el-salvador-san-alonso,El Salvador San Alonso,Paradise Roasters,92,2011-02-01
el-salvador-el-optimisimo,El Salvador El Optimisimo,Paradise Roasters,91,2011-02-01
kenya-ruarai,Kenya Ruarai,Kickapoo Coffee,91,2011-02-01
el-salvador-la-montana-pacamara,El Salvador La Montana Pacamara,Coffea Roasterie,94,2011-02-01
serendipity-blend,Serendipity Blend,Cafe Excellence,92,2011-02-01
single-origin-medium-roast-3,Single Origin Medium Roast,Doi Chaang Coffee,89,2011-02-01
breakfast-blend-18,Breakfast Blend,Green Mountain Coffee,91,2011-02-01
ethiopia-yirgacheffe-ycfcu-co-op,Ethiopia Yirgacheffe YCFCU Co-Op,Coffee By Design,92,2011-02-01
rwanda-coopac-2,Rwanda COOPAC,Fratello Coffee Roasters,91,2011-02-01
panama-don-pepe-honey-processed,Panama Don Pepe Honey Processed,The Roasterie,91,2011-02-01
costa-rica-tres-rios-5,Costa Rica Tres Rios,JBC Coffee Roasters,90,2011-02-01
guatemala-antigua-la-flor-del-cafe,Guatemala Antigua La Flor del Cafe,Coffee By Design,88,2011-02-01
colombia-jardin-finca-el-boton-maragogype-peaberry,Colombia Jardin Finca El Boton Maragogype Peaberry,Coffee By Design,87,2011-02-01
ernestos-espresso,Ernesto’s Espresso,Nossa Familia Coffee,88,2011-02-01
dominican-republic,Dominican Republic,Tas Kafe,88,2011-02-01
wood-thrush-blend,Wood Thrush Blend,Birds and Beans,88,2011-02-01
exotic,Exotic,Ethical Bean Coffee,89,2011-02-01
mocha-java-9,Mocha Java,Thanksgiving Coffee,90,2011-02-01
brazil-alta-mogiana-peaberry,Brazil Alta Mogiana Peaberry,Cup to Cup Coffee Roasters,90,2011-02-01
sumatra-samosir-batak,Sumatra Samosir Batak,Caribou Coffee,90,2011-02-01
organic-ethiopia-sidama-wottona-bultuma-co-op,Organic Ethiopia Sidama Wottona Bultuma Co-op,49th Parallel Coffee Roasters,91,2011-02-01
costa-rica-las-lajas-natural,Costa Rica Las Lajas Natural,DOMA Coffee Roasting Company,93,2011-02-01
ethiopia-kemgin,Ethiopia Kemgin,Coava Coffee Roasters,93,2011-01-01
monserrate-competition-blend,Monserrate Competition Blend,Coava Coffee Roasters,92,2011-01-01
monserrate-competition-blend-espresso,Monserrate Competition Blend Espresso,Coava Coffee Roasters,92,2011-01-01
maria-lucia-tunja-monserrate-espresso,Maria Lucia Tunja Monserrate Espresso,Coava Coffee Roasters,91,2011-01-01
maria-lucia-tunja-monserrate,Maria Lucia Tunja Monserrate,Coava Coffee Roasters,91,2011-01-01
estate-grown-kona-medium-roast,Estate Grown Kona Medium Roast,Buddha's Cup,89,2011-01-01
stars-of-formosa-blend,Stars of Formosa Blend,Cherry Smile,94,2011-01-01
organic-espresso-origin-ethiopian-sidama,Organic Espresso Origin Ethiopian Sidama,Kickapoo Coffee,92,2011-01-01
colombia-huila-el-miradorcito,Colombia Huila El Miradorcito,"Conservatory for Coffee, Tea and Cocoa",92,2011-01-01
kenya-kagongo-peaberry,Kenya Kagongo Peaberry,Temple Coffee and Tea,95,2011-01-01
kenya-peaberry-2,Kenya Peaberry,PT's Coffee Roasting Co.,92,2011-01-01
rwanda-tegibanze-innocent-coe-lot-17,Rwanda Tegibanze Innocent COE Lot 17,PT's Coffee Roasting Co.,92,2011-01-01
costa-rica-la-candelilla,Costa Rica La Candelilla,Temple Coffee and Tea,91,2011-01-01
el-salvador-la-pinera-coe-lot-11,El Salvador La Pinera COE Lot 11,PT's Coffee Roasting Co.,91,2011-01-01
kenya-kariaini-aa-892,Kenya Kariaini AA 892,Temple Coffee and Tea,91,2011-01-01
farm-girl-blend,Farm Girl Blend,PT's Coffee Roasting Co.,91,2011-01-01
dominican-republic-caturra,Dominican Republic Caturra,Paradise Roasters,91,2011-01-01
dominican-republic-pacamara,Dominican Republic Pacamara,Paradise Roasters,90,2011-01-01
kenya-peaberry-muthunzunni-estate,Kenya Peaberry Muthunzunni Estate,Atomic Cafe Coffee Roasters,95,2011-01-01
classic-light-roast,Classic Light Roast,Superba Coffee,91,2011-01-01
ethiopia-yirgacheffe-ycfcu-growers-union,Ethiopia Yirgacheffe YCFCU Growers’ Union,Barefoot Coffee Roasters,93,2011-01-01
kenya-kangunu,Kenya Kangunu,Terroir Coffee,95,2011-01-01
guatemala-pulcal,Guatemala Pulcal,Terroir Coffee,93,2011-01-01
ethiopian-layo-teraga,Ethiopian Layo Teraga,Noble Coffee Roasting,90,2011-01-01
ethiopia-yirgacheffe-20,Ethiopia Yirgacheffe,New Harvest Coffee Roasters,90,2011-01-01
ethiopia-washed-sidamo-2,Ethiopia Washed Sidamo,Matt's Wood-Roasted Organic Coffee,90,2011-01-01
ethiopia-shakiso-microlot-organic,Ethiopia Shakiso Microlot Organic,Portola Handcrafted Coffee Roasters,90,2011-01-01
ethiopia-yirgacheffe-19,Ethiopia Yirgacheffe,Green Mountain Coffee,90,2011-01-01
ethiopia-yirgacheffe-light-roast,Ethiopia Yirgacheffe Light Roast,Just Coffee,91,2011-01-01
ethiopia-koke-yirgacheffe,Ethiopia Koke Yirgacheffe,Kaldi's Coffee Roasting,91,2011-01-01
organic-ethiopian-sidama,Organic Ethiopian Sidama,Kickapoo Coffee,92,2011-01-01
ethiopia-yirgacheffe-18,Ethiopia Yirgacheffe,Temple Coffee and Tea,92,2011-01-01
ethiopia-harfusa-buna-ababa,Ethiopia Harfusa Buna Ababa,Counter Culture Coffee,93,2011-01-01
ethiopia-konga-co-op-yirgacheffe,Ethiopia Konga Co-op Yirgacheffe,Terroir Coffee,95,2011-01-01
competition-roast-espresso,Competition Roast Espresso,Fratello Coffee Roasters,92,2011-01-01
sulawesi-toarco-aa,Sulawesi Toarco AA,Coffea Roasterie,90,2010-12-01
honduras-david-mancia,Honduras David Mancia,Coava Coffee Roasters,94,2010-12-01
kenya-aa-gandurine,Kenya AA Gandurine,Barrington Coffee Roasting Co.,93,2010-12-01
ethiopia-kemgin-espresso,Ethiopia Kemgin Espresso,Coava Coffee Roasters,92,2010-12-01
